1 0.12261259441501977 4.795000000001 0.050547917004805605 0.015581171403540097 0.9533810155478502 0.04 0.04096630004118577 0.40450923931383814 0.009350315117052057 3.5301449297033327e-09 9.687678912992357e-37
2 0.12382600561096263 6.639000000001 0.1347346091237199 0.029995903725360762 0.9105265747744854 0.04 0.04191926685559733 0.4092274996825333 0.04833554604543587 3.3639281411234816e-09 9.396834952431928e-37
3 0.1250424660951002 7.966000000001 0.23375050423478316 0.043370827379221044 0.8709733134887024 0.04 0.042860532960336976 0.4137447232437477 0.12206269190674202 3.2101525066961384e-09 9.125237449837286e-37
4 0.12626196030726533 9.016000000001 0.34038091234567047 0.05580032749900821 0.8344230561814814 0.04 0.04378918311020177 0.4180639732648647 0.2300663289738732 3.067634950274607e-09 8.87126935192693e-37
5 0.12748447281917807 9.886000000001001 0.45070911304085476 0.06738468244649554 0.8005463457532311 0.04 0.044706096539209046 0.4222027933894288 0.36989287753731265 2.9352079612637077e-09 8.63313113030225e-37
10 0.13364177892275317 12.778000000001 0.9952826209534429 0.11512482680132718 0.6629134022611198 0.04 0.049128283628838414 0.4405160063064402 1.4238072385408036 2.3943418930956467e-09 7.635393399739729e-37
15 0.13987230144954874 14.448000000001 1.4714758505693606 0.15053270262221485 0.5631998795268632 0.04 0.05330018478957803 0.4555665411042068 2.7831572174605244 1.9996680880769804e-09 6.875371142411383e-37
20 0.14617425129726275 15.526000000001 1.8669295893807993 0.17772716365865288 0.4881530630101875 0.04 0.05725085566368653 0.46809657362311813 4.189863550860306 1.701519094608688e-09 6.277186568194692e-37
25 0.1525459110615293 16.259000000001002 2.1909354946423503 0.19916875706760828 0.4299530872909605 0.04 0.06100275590350443 0.47860849449633347 5.5133424758184795 1.4701429578984904e-09 5.7947502336778924e-37
30 0.15898563107666652 16.773000000001 2.4563582085871736 0.21645439371158692 0.38369342337774015 0.04 0.06457550537081225 0.487509101621281 6.700592964259157 1.2864352592887226e-09 5.3973576748228715e-37
35 0.16549182573316873 17.139000000001 2.674371852720871 0.23063316922023996 0.346666101492008 0.04 0.06793667742767208 0.49509033761235144 7.735609102453927 1.1378426712431823e-09 5.064579189942951e-37
40 0.1720629700486604 17.401000000001 2.854222325204639 0.2424370800522618 0.31584323073243475 0.04 0.0711744639002797 0.5015772586303975 8.621669390420594 1.015720134397792e-09 4.781931822942844e-37
45 0.17869759647131253 17.588000000001 3.0033077595557716 0.2523880766809279 0.2900855040736029 0.04 0.07426718754829062 0.507156280196397 9.371128104441315 9.139486880289959e-10 4.538868603737036e-37
50 0.18539429189674325 17.719000000001 3.12723414695693 0.2608594920978944 0.2682456456752547 0.04 0.07723135435603631 0.51195881155925 9.997494020450624 8.281578402979843e-10 4.3278631938795194e-37
55 0.1921516948812325 17.808000000001 3.2306421160324974 0.26813848812753327 0.24953821523273895 0.04 0.08007398807825646 0.5161056676932573 10.516593507744464 7.550600589604719e-10 4.142948832646706e-37
60 0.19896849303568773 17.864000000001 3.3168564849211024 0.2744311613765841 0.2333820720631346 0.04 0.0827992200108719 0.5196718175262082 10.940333999476557 6.922591122961285e-10 3.979972668058491e-37
65 0.205843420586234 17.896000000001 3.38930491555927 0.2799239921843235 0.21929144329441422 0.04 0.08541795079818591 0.5227703261579817 11.286280157004873 6.377516177389916e-10 3.834725998322376e-37
70 0.21277525608859219 17.908000000001 3.449838486533869 0.28473255818852006 0.20689487761394992 0.04 0.0879397288394628 0.5254339481221743 11.561877887975385 5.901748664792664e-10 3.704986191641091e-37
75 0.2197628202845551 17.905000000001 3.500596698301423 0.28897029837840826 0.19593906840767242 0.04 0.0903648374880529 0.5277342132612808 11.779403402141977 5.483239089451531e-10 3.5881811902214735e-37
80 0.22680497408991443 17.890000000001 3.5430425970908908 0.2927193863944904 0.1861804631986759 0.04 0.09270281842288335 0.529711429160285 11.94685831856292 5.112961141278575e-10 3.482566093137261e-37
85 0.2339006167041161 17.865000000001 3.5782754926469225 0.2960439610110735 0.17744894476208578 0.04 0.09495619000631648 0.5313935982771872 12.07017170253278 4.78380622335788e-10 3.3868301515825865e-37
90 0.24104868383276296 17.832000000001 3.6073452804032367 0.2990013234569145 0.16959718328151668 0.04 0.09712939280203516 0.5328142359408832 12.155727591921421 4.4897285141854664e-10 3.2997149563891566e-37
95 0.24824814601483888 17.794000000001 3.631553500765698 0.30165068322960986 0.16247412304505113 0.04 0.09923568927044155 0.5340297200935652 12.213000118716172 4.2251070485133094e-10 3.219662845356491e-37
100 0.25549800704721126 17.750000000001002 3.6509367518898697 0.30401247489696437 0.15602884663163627 0.04 0.1012645745069216 0.5350201143540773 12.240198164362377 3.9869601073380525e-10 3.1466144992389798e-37
105 0.2627973024995846 17.703000000001 3.6667052923187216 0.3061361307967703 0.1501357383068919 0.04 0.1032328576166901 0.5358452131530804 12.246906844790377 3.77097188929858e-10 3.0791178655759306e-37
110 0.2701450983136379 17.653000000001 3.679128889315918 0.3080434184411696 0.1447615271295308 0.04 0.10513163373319774 0.5365085697475827 12.234212603654964 3.5746807422454e-10 3.0168320588511706e-37
115 0.2775404894805892 17.601000000001 3.688740664504749 0.30976064029956407 0.1398218882799884 0.04 0.10697256509130924 0.5370317616404096 12.205908109320731 3.395555993251673e-10 2.959101315361937e-37
120 0.2849825987918804 17.547000000001 3.6957546252512397 0.31130472028947775 0.13527650252616183 0.04 0.10875489367564424 0.5374190432327794 12.162959135041584 3.2317752420060304e-10 2.9056412437678156e-37
