 2  2.  17.490301  6.308801  .143184085  .0759710216  .0642496536
 3  3.  14.386801  7.208101  .200261838  .125071419  .100817062
 4  4.  13.350401  7.826801  .254920994  .159273344  .141309336
 5  5.  12.890701  8.302201  .307505926  .184622854  .184733899
 6  6.  12.665101  8.684401  .357650074  .204155976  .22983671
 7  7.  12.550501  8.998001  .404937942  .219595318  .275328395
 8  8.  12.492401  9.258801  .449195517  .232056205  .320206087
 9  9.  12.464001  9.478301  .490516548  .242324084  .363874254
 10  10.  12.451801  9.665401  .529177698  .250956567  .406101728
 11  11.  12.448601  9.827301  .565537638  .25836604  .446908414
 12  12.  12.450801  9.969401  .599959308  .26484273  .48644847
 13  13.  12.456301  10.095801  .632762593  .27060394  .524919519
 14  14.  12.463901  10.209501  .664201968  .275805881  .562503213
 15  15.  12.473101  10.312801  .694461592  .280548891  .599332952
 16  16.  12.483201  10.407401  .723661471  .284919446  .635482198
 17  17.  12.493901  10.494301  .751869971  .288968075  .670967279
 18  18.  12.504901  10.574301  .779119197  .292732141  .705759616
 19  19.  12.516001  10.648301  .805420543  .296236127  .739802847
 20  20.  12.526801  10.716501  .830778247  .299509869  .773030691
 21  21.  12.537101  10.779501  .855199812  .302572904  .805382851
 22  22.  12.546901  10.837701  .878702545  .305435946  .836816527
 23  23.  12.555901  10.891501  .901316501  .308126085  .867313045
 24  24.  12.564201  10.941201  .923084359  .310652968  .896879596
 25  25.  12.571701  10.987201  .944059133  .313037605  .925547058
 26  26.  12.578501  11.030001  .964300598  .315292003  .95336505
 27  27.  12.584701  11.069701  .983871291  .317428205  .980395673
 28  28.  12.590101  11.106901  1.00283256  .319472742  1.00670669
 29  29.  12.595001  11.141701  1.0212412  .321425626  1.03236521
 30  30.  12.599401  11.174301  1.0391468  .323300179  1.05743226
 31  31.  12.603401  11.205101  1.05659006  .325102508  1.08195869
 32  32.  12.606901  11.234201  1.07360197  .326846796  1.10598259
 33  33.  12.610101  11.261701  1.09020399  .328529529  1.12952821
 34  34.  12.612901  11.287801  1.10640892  .33016071  1.15260639
 35  35.  12.615401  11.312401  1.12222249  .331738228  1.17521626
 36  36.  12.617601  11.335701  1.13764534  .333263849  1.19734788
 37  37.  12.619501  11.357801  1.1526752  .334738456  1.21898565
 38  38.  12.621001  11.378601  1.16730901  .336167801  1.2401117
 39  39.  12.622201  11.398201  1.18154471  .337546918  1.26070913
 40  40.  12.623001  11.416701  1.19538263  .338881715  1.2807647
 41  41.  12.623501  11.434001  1.20882626  .340167778  1.30027047
 42  42.  12.623701  11.450301  1.22188241  .341406503  1.31922469
 43  43.  12.623501  11.465601  1.23456095  .342605186  1.3376315
 44  44.  12.623001  11.479801  1.24687392  .343760662  1.3555
 45  45.  12.622201  11.493201  1.25883456  .344875378  1.37284248
 46  46.  12.621001  11.505701  1.27045603  .345957285  1.38967251
 47  47.  12.619601  11.517301  1.2817503  .346997765  1.40600288
 48  48.  12.617801  11.528201  1.29272719  .348009807  1.42184375
 49  49.  12.615801  11.538301  1.30339372  .348983984  1.43720138
 50  50.  12.613501  11.547701  1.31375401  .349926926  1.45207755
 51  51.  12.610901  11.556401  1.32379024  .350836304  1.46644228
 52  52.  12.608001  11.564301  1.33348542  .35171071  1.48025641
 53  53.  12.604901  11.571501  1.34287157  .352548617  1.49356074
 54  54.  12.601501  11.578101  1.3519572  .353356649  1.5063671
 55  55.  12.597801  11.584101  1.36075199  .354136619  1.51868692
 56  56.  12.593901  11.589501  1.36926571  .3548846  1.53053282
 57  57.  12.589701  11.594301  1.37750815  .355607928  1.54191804
 58  58.  12.585301  11.598501  1.38548905  .356302663  1.55285622
 59  59.  12.580701  11.602301  1.39321806  .35697049  1.56336137
 60  60.  12.575901  11.605501  1.40070465  .357613068  1.5734476
 61  61.  12.570901  11.608301  1.40795809  .358232031  1.58312909
 62  62.  12.565601  11.610701  1.41498744  .358834693  1.59241998
 63  63.  12.560201  11.612601  1.42180147  .359411197  1.60133422
 64  64.  12.554701  11.614101  1.42840868  .359963025  1.6098856
 65  65.  12.548901  11.615301  1.43481731  .360503099  1.61808762
 66  66.  12.543001  11.616101  1.44103527  .361021359  1.62595352
 67  67.  12.537001  11.616601  1.44707019  .361519133  1.63349614
 68  68.  12.530801  11.616701  1.4529294  .362003484  1.64072802
 69  69.  12.524501  11.616601  1.45861993  .362469885  1.64766126
 70  70.  12.518001  11.616101  1.4641485  .362925317  1.65430762
 71  71.  12.511501  11.615401  1.46952158  .36335932  1.66067841
 72  72.  12.504801  11.614401  1.47474533  .363784581  1.66678458
 73  73.  12.498101  11.613201  1.47982564  .364190509  1.67263663
 74  74.  12.491201  11.611801  1.48476815  .364589733  1.6782447
 75  75.  12.484301  11.610101  1.48957823  .36497153  1.68361851
 76  76.  12.477301  11.608201  1.49426101  .365342625  1.68876738
 77  77.  12.470201  11.606201  1.49882138  .365703876  1.69370028
 78  78.  12.463001  11.603901  1.50326402  .366056096  1.69842579
 79  79.  12.455801  11.601501  1.50759336  .366394176  1.70295213
 80  80.  12.448501  11.598901  1.51181367  .366724726  1.70728717
 81  81.  12.441101  11.596101  1.51592896  .367048446  1.71143844
 82  82.  12.433701  11.593201  1.51994312  .367360101  1.71541316
 83  83.  12.426201  11.590101  1.5238598  .367666219  1.71921821
 84  84.  12.418701  11.586901  1.52768251  .367961481  1.72286019
 85  85.  12.411201  11.583601  1.5314146  .368246441  1.7263454
 86  86.  12.403601  11.580201  1.53505924  .36852757  1.72967988
 87  87.  12.396001  11.576601  1.53861947  .36879944  1.73286937
